film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
AMISTAD MIDSUMMER,New,DONNA THOMPSON,"Lethbridge, Canada",2005-08-21 08:42:26,2.99
STEPMOM DREAM,Foreign,KRISTIN JOHNSTON,"Lethbridge, Canada",2005-08-21 08:42:31,4.99
CRUELTY UNFORGIVEN,Classics,TYLER WREN,"Woodridge, Australia",2005-08-21 08:54:26,0.99
AMADEUS HOLY,Action,SHERRY MARSHALL,"Lethbridge, Canada",2005-08-21 08:54:53,3.99
PRIMARY GLASS,Action,DELORES HANSEN,"Woodridge, Australia",2005-08-21 08:58:38,2.99
HURRICANE AFFAIR,Comedy,JANICE WARD,"Woodridge, Australia",2005-08-21 09:04:20,2.99
GATHERING CALENDAR,Games,CARRIE PORTER,"Lethbridge, Canada",2005-08-21 09:07:50,0.99
DREAM PICKUP,Action,VICTOR BARKLEY,"Woodridge, Australia",2005-08-21 09:08:14,5.99
CHICAGO NORTH,Games,PENNY NEAL,"Lethbridge, Canada",2005-08-21 09:08:29,4.99
PRIDE ALAMO,Animation,ROSE HOWARD,"Woodridge, Australia",2005-08-21 09:08:51,0.99
OPERATION OPERATION,Comedy,LILLIE KIM,"Woodridge, Australia",2005-08-21 09:13:09,2.99
CREATURES SHAKESPEARE,Games,ROSA REYNOLDS,"Woodridge, Australia",2005-08-21 09:14:28,0.99
MOD SECRETARY,Documentary,MARIAN MENDOZA,"Lethbridge, Canada",2005-08-21 09:16:40,6.99
EFFECT GLADIATOR,Family,JEANETTE GREENE,"Lethbridge, Canada",2006-02-14 15:16:03,0.99
HORROR REIGN,Travel,MARK RINEHART,"Woodridge, Australia",2005-08-21 09:19:49,2.99
MATRIX SNOWMAN,Foreign,JORDAN ARCHULETA,"Lethbridge, Canada",2005-08-21 09:20:03,4.99
SCHOOL JACKET,Foreign,MARCIA DEAN,"Lethbridge, Canada",2005-08-21 09:25:11,7.99
CHAMPION FLATLINERS,Animation,BILL GAVIN,"Woodridge, Australia",2005-08-21 09:25:13,6.99
SWEETHEARTS SUSPECTS,Children,JARED ELY,"Lethbridge, Canada",2005-08-21 09:31:39,2.99
CROOKED FROGMEN,Children,VIOLA HANSON,"Woodridge, Australia",2005-08-21 09:31:44,0.99
ICE CROSSING,Games,JACK FOUST,"Lethbridge, Canada",2005-08-21 09:31:47,6.99
GILBERT PELICAN,Classics,SEAN DOUGLASS,"Woodridge, Australia",2005-08-21 09:33:44,0.99
SCORPION APOLLO,Drama,GERALDINE PERKINS,"Lethbridge, Canada",2005-08-21 09:35:14,7.99
JAPANESE RUN,Horror,BESSIE MORRISON,"Lethbridge, Canada",2005-08-21 09:37:16,0.99
HOME PITY,Music,MITCHELL WESTMORELAND,"Woodridge, Australia",2005-08-21 09:39:50,4.99
WEST LION,Drama,NINA SOTO,"Lethbridge, Canada",2005-08-21 09:44:53,4.99
MAIDEN HOME,New,GUY BROWNLEE,"Woodridge, Australia",2005-08-21 09:46:35,6.99
CONGENIALITY QUEST,Sports,ANDRE RAPP,"Lethbridge, Canada",2005-08-21 09:50:02,3.99
PERSONAL LADYBUGS,Music,ANITA MORALES,"Woodridge, Australia",2005-08-21 09:53:03,0.99
CONGENIALITY QUEST,Sports,CLARENCE GAMEZ,"Lethbridge, Canada",2005-08-21 09:55:47,0.99
TOMORROW HUSTLER,Classics,SHERRY MARSHALL,"Lethbridge, Canada",2005-08-21 10:01:03,2.99
HOLLOW JEOPARDY,Sci-Fi,MAURICE CRAWLEY,"Lethbridge, Canada",2005-08-21 10:02:05,4.99
LORD ARIZONA,Action,BILLY POULIN,"Lethbridge, Canada",2005-08-21 10:02:37,2.99
VOLCANO TEXAS,Games,EDWARD BAUGH,"Woodridge, Australia",2005-08-21 10:02:55,0.99
ROUGE SQUAD,Games,FRANKLIN TROUTMAN,"Woodridge, Australia",2005-08-21 10:06:34,1.99
DOLLS RAGE,Sci-Fi,NAOMI JENNINGS,"Lethbridge, Canada",2005-08-21 10:15:13,4.99
PLATOON INSTINCT,New,EILEEN CARR,"Woodridge, Australia",2005-08-21 10:16:27,4.99
CRAFT OUTFIELD,Drama,KIRK STCLAIR,"Lethbridge, Canada",2005-08-21 10:19:25,1.99
SUBMARINE BED,Comedy,HARRY ARCE,"Lethbridge, Canada",2005-08-21 10:22:51,7.99
WYOMING STORM,New,KIM CRUZ,"Lethbridge, Canada",2005-08-21 10:23:10,5.99
STEERS ARMAGEDDON,Sports,JONATHAN SCARBOROUGH,"Lethbridge, Canada",2005-08-21 10:24:54,4.99
BLACKOUT PRIVATE,Animation,RAFAEL ABNEY,"Lethbridge, Canada",2005-08-21 10:27:21,2.99
SHANGHAI TYCOON,Travel,MELANIE ARMSTRONG,"Lethbridge, Canada",2005-08-21 10:33:23,2.99
STORY SIDE,Action,DAVE GARDINER,"Woodridge, Australia",2005-08-21 10:33:45,0.99
SAMURAI LION,New,DALE RATCLIFF,"Lethbridge, Canada",2005-08-21 10:36:20,6.99
COAST RAINBOW,Documentary,ALVIN DELOACH,"Woodridge, Australia",2005-08-21 10:38:17,2.99
SHANE DARKNESS,Travel,SHERRI RHODES,"Lethbridge, Canada",2005-08-21 10:40:34,5.99
SINNERS ATLANTIS,Horror,LAURIE LAWRENCE,"Lethbridge, Canada",2005-08-21 10:43:04,4.99
MOULIN WAKE,Travel,ANA BRADLEY,"Woodridge, Australia",2005-08-21 10:46:35,3.99
LOATHING LEGALLY,Classics,REGINALD KINDER,"Lethbridge, Canada",2005-08-21 10:46:51,0.99
DROP WATERFRONT,Sports,GEORGE LINTON,"Lethbridge, Canada",2005-08-21 10:53:35,4.99
CONVERSATION DOWNHILL,Family,ALMA AUSTIN,"Lethbridge, Canada",2005-08-21 10:54:49,5.99
BACKLASH UNDEFEATED,Children,JOSEPHINE GOMEZ,"Lethbridge, Canada",2005-08-21 11:02:09,9.99
ALADDIN CALENDAR,Sports,ADAM GOOCH,"Lethbridge, Canada",2005-08-21 11:06:33,6.99
GRIT CLOCKWORK,Games,ANDRE RAPP,"Lethbridge, Canada",2005-08-21 11:08:17,0.99
MOCKINGBIRD HOLLYWOOD,Action,IAN STILL,"Woodridge, Australia",2006-02-14 15:16:03,0.99
PARIS WEEKEND,Horror,ERNEST STEPP,"Woodridge, Australia",2005-08-21 11:11:46,2.99
ALTER VICTORY,Animation,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-08-21 11:14:26,1.99
POSEIDON FOREVER,Sports,BESSIE MORRISON,"Lethbridge, Canada",2005-08-21 11:15:46,7.99
WASTELAND DIVINE,Classics,NATHAN RUNYON,"Lethbridge, Canada",2005-08-21 11:20:21,2.99
FANTASY TROOPERS,Action,LAWRENCE LAWTON,"Woodridge, Australia",2005-08-21 11:21:46,0.99
MALTESE HOPE,Games,RICARDO MEADOR,"Lethbridge, Canada",2005-08-21 11:24:11,6.99
MOVIE SHAKESPEARE,Family,JORDAN ARCHULETA,"Lethbridge, Canada",2006-02-14 15:16:03,0.0
OPERATION OPERATION,Comedy,KENNETH GOODEN,"Woodridge, Australia",2006-02-14 15:16:03,2.99
MAJESTIC FLOATS,Documentary,JANICE WARD,"Woodridge, Australia",2005-08-21 11:29:43,0.99
GABLES METROPOLIS,Family,CONNIE WALLACE,"Lethbridge, Canada",2005-08-21 11:31:15,2.99
ILLUSION AMELIE,Foreign,NELSON CHRISTENSON,"Lethbridge, Canada",2005-08-21 11:40:46,0.99
ORANGE GRAPES,Foreign,ERICA MATTHEWS,"Woodridge, Australia",2005-08-21 11:44:37,0.99
FORREST SONS,Action,ANITA MORALES,"Woodridge, Australia",2005-08-21 11:48:32,2.99
GHOST GROUNDHOG,Children,SEAN DOUGLASS,"Woodridge, Australia",2005-08-21 11:51:10,5.99
STRANGELOVE DESIRE,Children,BOB PFEIFFER,"Woodridge, Australia",2005-08-21 11:52:41,5.99
SATURN NAME,Comedy,KRISTEN CHAVEZ,"Woodridge, Australia",2005-08-21 11:59:04,4.99
ANALYZE HOOSIERS,Horror,EILEEN CARR,"Woodridge, Australia",2005-08-21 12:00:21,2.99
PRINCESS GIANT,Documentary,MABEL HOLLAND,"Woodridge, Australia",2005-08-21 12:07:42,2.99
WAGON JAWS,Documentary,MICHELLE CLARK,"Lethbridge, Canada",2005-08-21 12:10:41,7.98
HEAVYWEIGHTS BEAST,Documentary,SALVADOR TEEL,"Woodridge, Australia",2005-08-21 12:12:05,4.99
CHICAGO NORTH,Games,ERIK GUILLEN,"Woodridge, Australia",2005-08-21 12:13:18,4.99
DYNAMITE TARZAN,Classics,ANN EVANS,"Lethbridge, Canada",2005-08-21 12:21:25,1.99
SUNDANCE INVASION,Children,ALVIN DELOACH,"Woodridge, Australia",2005-08-21 12:21:44,0.99
UNBREAKABLE KARATE,New,TIMOTHY BUNN,"Lethbridge, Canada",2005-08-21 12:23:20,3.99
RIDER CADDYSHACK,Sports,TANYA GILBERT,"Lethbridge, Canada",2005-08-21 12:33:34,3.99
SABRINA MIDNIGHT,Children,NICOLE PETERSON,"Lethbridge, Canada",2005-08-21 12:36:11,5.99
MALKOVICH PET,Classics,ETHEL WEBB,"Lethbridge, Canada",2005-08-21 12:38:09,2.99
GROOVE FICTION,Sports,MABEL HOLLAND,"Woodridge, Australia",2005-08-21 12:47:53,3.99
FREEDOM CLEOPATRA,Comedy,LILLIAN GRIFFIN,"Lethbridge, Canada",2005-08-21 12:48:08,1.99
TOURIST PELICAN,Sports,SYLVIA ORTIZ,"Woodridge, Australia",2005-08-21 12:48:48,9.99
JASON TRAP,Family,DIANA ALEXANDER,"Lethbridge, Canada",2005-08-21 12:50:57,3.99
KNOCK WARLOCK,Comedy,JOSEPHINE GOMEZ,"Lethbridge, Canada",2005-08-21 12:52:54,2.99
TROUBLE DATE,Travel,PATSY DAVIDSON,"Woodridge, Australia",2005-08-21 12:54:22,3.99
DANCES NONE,Action,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-08-21 13:03:13,0.99
FOREVER CANDIDATE,Children,ARNOLD HAVENS,"Woodridge, Australia",2005-08-21 13:03:33,2.99
TRAMP OTHERS,Comedy,PEARL GARZA,"Woodridge, Australia",2005-08-21 13:07:10,5.99
HOMEWARD CIDER,Documentary,DWAYNE OLVERA,"Lethbridge, Canada",2005-08-21 13:07:24,0.99
ELEPHANT TROJAN,Horror,JOHNNY TURPIN,"Woodridge, Australia",2005-08-21 13:10:40,5.99
TITANIC BOONDOCK,Animation,VIVIAN RUIZ,"Lethbridge, Canada",2005-08-21 13:13:57,4.99
MOURNING PURPLE,Sci-Fi,ERIKA PENA,"Lethbridge, Canada",2005-08-21 13:19:03,0.99
FULL FLATLINERS,Children,ELLEN SIMPSON,"Lethbridge, Canada",2005-08-21 13:32:38,2.99
PANTHER REDS,Sci-Fi,GEORGIA JACOBS,"Lethbridge, Canada",2005-08-21 13:33:28,4.99
TITANIC BOONDOCK,Animation,ADAM GOOCH,"Lethbridge, Canada",2005-08-21 13:41:14,10.99
AIRPORT POLLOCK,Horror,CAROLE BARNETT,"Woodridge, Australia",2005-08-21 13:43:59,5.99
GILBERT PELICAN,Classics,HEIDI LARSON,"Woodridge, Australia",2005-08-21 13:52:07,2.99
PLUTO OLEANDER,New,HAZEL WARREN,"Lethbridge, Canada",2005-08-21 13:52:54,4.99
MASSAGE IMAGE,Animation,KARL SEAL,"Woodridge, Australia",2005-08-21 13:53:33,6.99
TROUBLE DATE,Travel,TAMMY SANDERS,"Woodridge, Australia",2006-02-14 15:16:03,0.0
KNOCK WARLOCK,Comedy,MARGARET MOORE,"Woodridge, Australia",2005-08-21 13:53:59,7.99
IDENTITY LOVER,Sci-Fi,MAUREEN LITTLE,"Woodridge, Australia",2005-08-21 13:55:39,6.99
GANGS PRIDE,Animation,NORA HERRERA,"Woodridge, Australia",2005-08-21 13:59:08,2.99
MEMENTO ZOOLANDER,Comedy,ALAN KAHN,"Lethbridge, Canada",2005-08-21 14:01:44,7.99
ARIZONA BANG,Classics,ELIZABETH BROWN,"Lethbridge, Canada",2005-08-21 14:02:50,2.99
QUEEN LUKE,Drama,FREDERICK ISBELL,"Woodridge, Australia",2005-08-21 14:04:39,4.99
ITALIAN AFRICAN,Travel,MELINDA FERNANDEZ,"Lethbridge, Canada",2005-08-21 14:07:35,4.99
RAGING AIRPLANE,Sci-Fi,MAXINE SILVA,"Woodridge, Australia",2005-08-21 14:09:47,4.99
SUNRISE LEAGUE,Animation,CODY NOLEN,"Woodridge, Australia",2005-08-21 14:10:44,4.99
TOMATOES HELLFIGHTERS,Travel,MISTY LAMBERT,"Woodridge, Australia",2005-08-21 14:11:19,0.99
HUNGER ROOF,Foreign,JIM REA,"Lethbridge, Canada",2005-08-21 14:11:30,0.99
SHAWSHANK BUBBLE,Travel,MORRIS MCCARTER,"Woodridge, Australia",2005-08-21 14:14:38,4.99
PANTHER REDS,Sci-Fi,EUGENE CULPEPPER,"Lethbridge, Canada",2005-08-21 14:22:28,4.99
WORLD LEATHERNECKS,Horror,MARK RINEHART,"Woodridge, Australia",2005-08-21 14:23:01,3.99
WOLVES DESIRE,Travel,CLINTON BUFORD,"Woodridge, Australia",2005-08-21 14:32:27,0.99
HEAD STRANGER,Games,KURT EMMONS,"Lethbridge, Canada",2005-08-21 14:44:41,9.99
CASUALTIES ENCINO,Action,ALICE STEWART,"Lethbridge, Canada",2005-08-21 14:47:09,4.99
UPTOWN YOUNG,Children,ROBERTA HARPER,"Lethbridge, Canada",2005-08-21 14:51:35,2.99
JEDI BENEATH,Family,GLENDA FRAZIER,"Lethbridge, Canada",2005-08-21 14:52:14,0.99
SENSIBILITY REAR,Family,PAUL TROUT,"Woodridge, Australia",2005-08-21 14:57:03,4.99
MOTIONS DETAILS,Horror,KATHRYN COLEMAN,"Lethbridge, Canada",2005-08-21 14:58:58,0.99
FRIDA SLIPPER,Foreign,MIKE WAY,"Lethbridge, Canada",2005-08-21 14:59:29,2.99
WORKING MICROCOSMOS,Travel,DANIELLE DANIELS,"Woodridge, Australia",2005-08-21 15:00:49,9.99
FRENCH HOLIDAY,Documentary,JEANNE LAWSON,"Woodridge, Australia",2005-08-21 15:01:32,6.99
BIRDS PERDITION,New,DON BONE,"Lethbridge, Canada",2005-08-21 15:03:45,4.99
WATERFRONT DELIVERANCE,Action,JEREMY HURTADO,"Woodridge, Australia",2005-08-21 15:05:27,8.99
PATIENT SISTER,Classics,JACOB LANCE,"Lethbridge, Canada",2005-08-21 15:06:49,0.99
VELVET TERMINATOR,Comedy,CATHERINE CAMPBELL,"Woodridge, Australia",2005-08-21 15:08:05,6.99
GROUNDHOG UNCUT,Comedy,RUSSELL BRINSON,"Lethbridge, Canada",2005-08-21 15:08:31,6.99
HIGH ENCINO,Horror,JANE BENNETT,"Woodridge, Australia",2005-08-21 15:10:50,4.99
ICE CROSSING,Games,PAMELA BAKER,"Lethbridge, Canada",2005-08-21 15:15:03,2.99
JASON TRAP,Family,KIRK STCLAIR,"Lethbridge, Canada",2005-08-21 15:15:19,2.99
MAJESTIC FLOATS,Documentary,GLORIA COOK,"Lethbridge, Canada",2005-08-21 15:16:29,0.99
CANDIDATE PERDITION,Classics,ALLEN BUTTERFIELD,"Woodridge, Australia",2005-08-21 15:22:37,6.99
MICROCOSMOS PARADISE,Children,ANN EVANS,"Lethbridge, Canada",2005-08-21 15:22:50,2.99
SORORITY QUEEN,Foreign,LEONARD SCHOFIELD,"Lethbridge, Canada",2005-08-21 15:24:24,0.99
ROAD ROXANNE,Documentary,STEPHANIE MITCHELL,"Lethbridge, Canada",2005-08-21 15:29:47,7.99
LEBOWSKI SOLDIERS,Drama,CYNTHIA YOUNG,"Lethbridge, Canada",2005-08-21 15:34:23,2.99
LOUISIANA HARRY,Family,TRACY HERRMANN,"Lethbridge, Canada",2005-08-21 15:41:01,0.99
LOVER TRUMAN,Classics,KAREN JACKSON,"Woodridge, Australia",2005-08-21 15:44:23,7.99
FORWARD TEMPLE,Games,LEO EBERT,"Lethbridge, Canada",2005-08-21 15:50:50,2.99
DUDE BLINDNESS,Sports,JENNIE TERRY,"Woodridge, Australia",2005-08-21 15:51:38,6.99
NECKLACE OUTBREAK,Drama,JORGE OLIVARES,"Woodridge, Australia",2005-08-21 15:56:39,0.99
HORROR REIGN,Travel,DAN PAINE,"Lethbridge, Canada",2005-08-21 15:59:27,3.99
HOBBIT ALIEN,Drama,BERNARD COLBY,"Lethbridge, Canada",2005-08-21 16:03:02,0.99
STAR OPERATION,Sports,DON BONE,"Lethbridge, Canada",2005-08-21 16:11:35,6.99
GENTLEMEN STAGE,Foreign,DARYL LARUE,"Woodridge, Australia",2005-08-21 16:13:47,2.99
SCALAWAG DUCK,Music,FLORENCE WOODS,"Lethbridge, Canada",2005-08-21 16:22:59,4.99
SUSPECTS QUILLS,Action,WILMA RICHARDS,"Woodridge, Australia",2005-08-21 16:23:53,2.99
RANGE MOONWALKER,Family,LAURA RODRIGUEZ,"Lethbridge, Canada",2005-08-21 16:24:43,6.99
TRAFFIC HOBBIT,Travel,JO FOWLER,"Woodridge, Australia",2005-08-21 16:24:45,4.99
ALONE TRIP,Music,WANDA PATTERSON,"Lethbridge, Canada",2005-08-21 16:25:05,2.99
SPLENDOR PATTON,Children,KRISTIN JOHNSTON,"Lethbridge, Canada",2005-08-21 16:27:25,0.99
CROW GREASE,Action,HELEN HARRIS,"Lethbridge, Canada",2005-08-21 16:31:22,0.99
DATE SPEED,Family,AMY LOPEZ,"Lethbridge, Canada",2005-08-21 16:32:32,5.99
JEEPERS WEDDING,Classics,RAMONA HALE,"Woodridge, Australia",2005-08-21 16:40:26,7.99
FEATHERS METAL,Games,TED BREAUX,"Woodridge, Australia",2005-08-21 16:44:31,2.99
LONELY ELEPHANT,Comedy,MARLENE WELCH,"Lethbridge, Canada",2005-08-21 16:44:32,2.99
GATHERING CALENDAR,Games,JOAN COOPER,"Lethbridge, Canada",2005-08-21 16:50:34,1.99
SONS INTERVIEW,Animation,JILL HAWKINS,"Lethbridge, Canada",2005-08-21 16:51:34,8.99
DYING MAKER,Comedy,JANET PHILLIPS,"Lethbridge, Canada",2005-08-21 16:52:03,6.99
HOMICIDE PEACH,Family,ELLEN SIMPSON,"Lethbridge, Canada",2005-08-21 16:52:29,2.99
POND SEATTLE,Animation,ALAN KAHN,"Lethbridge, Canada",2005-08-21 16:53:38,2.99
EAGLES PANKY,New,CHRISTY VARGAS,"Lethbridge, Canada",2005-08-21 16:54:47,16.98
EAGLES PANKY,New,JON WILES,"Woodridge, Australia",2005-08-21 17:11:47,4.99
MIDNIGHT WESTWARD,Action,HERMAN DEVORE,"Lethbridge, Canada",2005-08-21 17:15:33,0.99
ALONE TRIP,Music,MELISSA KING,"Lethbridge, Canada",2005-08-21 17:18:33,2.99
PINOCCHIO SIMON,Comedy,RENEE LANE,"Lethbridge, Canada",2005-08-21 17:19:09,5.99
MILLION ACE,Classics,KARL SEAL,"Woodridge, Australia",2005-08-21 17:29:10,7.99
MODEL FISH,Children,KEN PREWITT,"Woodridge, Australia",2005-08-21 17:30:17,4.99
FEATHERS METAL,Games,BOB PFEIFFER,"Woodridge, Australia",2005-08-21 17:33:18,0.99
HOUSE DYNAMITE,Family,GREG ROBINS,"Lethbridge, Canada",2005-08-21 17:38:37,4.99
DROP WATERFRONT,Sports,GREG ROBINS,"Lethbridge, Canada",2005-08-21 17:39:41,4.99
DOWNHILL ENOUGH,Comedy,WILLIE MARKHAM,"Woodridge, Australia",2005-08-21 17:40:05,5.99
CAPER MOTIONS,Comedy,NATHAN RUNYON,"Lethbridge, Canada",2005-08-21 17:45:52,2.99
SPEAKEASY DATE,Action,WAYNE TRUONG,"Woodridge, Australia",2005-08-21 17:48:49,3.99
AMADEUS HOLY,Action,JESSICA HALL,"Woodridge, Australia",2005-08-21 17:51:06,1.99
DEVIL DESIRE,Action,PERRY SWAFFORD,"Lethbridge, Canada",2006-02-14 15:16:03,4.99
BULL SHAWSHANK,Action,CHRIS BROTHERS,"Woodridge, Australia",2005-08-21 17:56:06,0.99
KICK SAVANNAH,Travel,TERRANCE ROUSH,"Lethbridge, Canada",2006-02-14 15:16:03,0.99
RIDGEMONT SUBMARINE,New,RUBY WASHINGTON,"Woodridge, Australia",2005-08-21 17:57:22,1.99
EARLY HOME,Animation,CLAYTON BARBEE,"Woodridge, Australia",2005-08-21 17:57:26,4.99
HEAVYWEIGHTS BEAST,Documentary,CHRISTY VARGAS,"Lethbridge, Canada",2005-08-21 17:59:09,6.99
TIES HUNGER,Children,FRANCISCO SKIDMORE,"Woodridge, Australia",2005-08-21 18:01:41,6.99
STAR OPERATION,Sports,SHARON ROBINSON,"Woodridge, Australia",2005-08-21 18:03:20,2.99
PELICAN COMFORTS,Documentary,TIM CARY,"Lethbridge, Canada",2005-08-21 18:03:51,9.99
WORLD LEATHERNECKS,Horror,NEIL RENNER,"Woodridge, Australia",2006-02-14 15:16:03,0.99
SECRETS PARADISE,Family,ALICE STEWART,"Lethbridge, Canada",2005-08-21 18:07:40,4.99
WOLVES DESIRE,Travel,LEAH CURTIS,"Lethbridge, Canada",2005-08-21 18:09:51,0.99
GANGS PRIDE,Animation,DENNIS GILMAN,"Lethbridge, Canada",2005-08-21 18:10:03,2.99
REDEMPTION COMFORTS,New,LORI WOOD,"Lethbridge, Canada",2005-08-21 18:10:43,2.99
SHOOTIST SUPERFLY,Drama,HENRY BILLINGSLEY,"Lethbridge, Canada",2005-08-21 18:17:59,0.99
CURTAIN VIDEOTAPE,Games,ANNA HILL,"Woodridge, Australia",2005-08-21 18:29:13,0.99
ACADEMY DINOSAUR,Documentary,HENRY BILLINGSLEY,"Lethbridge, Canada",2005-08-21 18:32:42,0.99
MIXED DOORS,Foreign,EDGAR RHOADS,"Woodridge, Australia",2005-08-21 18:34:21,4.99
DIRTY ACE,Games,DWAYNE OLVERA,"Lethbridge, Canada",2005-08-21 18:35:44,2.99
LUKE MUMMY,Animation,JOYCE EDWARDS,"Woodridge, Australia",2005-08-21 18:35:54,6.99
COLOR PHILADELPHIA,Classics,ELEANOR HUNT,"Lethbridge, Canada",2005-08-21 18:39:52,2.99
TEMPLE ATTRACTION,Horror,SHELLY WATTS,"Woodridge, Australia",2005-08-21 18:43:44,7.99
COMMAND DARLING,Foreign,TONYA CHAPMAN,"Woodridge, Australia",2005-08-21 18:47:49,6.99
NATIONAL STORY,Documentary,MARTHA GONZALEZ,"Lethbridge, Canada",2005-08-21 18:48:06,2.99
INSIDER ARIZONA,Music,CLAYTON BARBEE,"Woodridge, Australia",2005-08-21 18:51:10,2.99
BUTTERFLY CHOCOLAT,New,RAMON CHOATE,"Woodridge, Australia",2005-08-21 18:51:28,5.99
INVASION CYCLONE,Children,TRACY COLE,"Lethbridge, Canada",2005-08-21 18:51:43,3.99
GOLD RIVER,Comedy,WALTER PERRYMAN,"Woodridge, Australia",2005-08-21 18:59:17,4.99
HARPER DYING,Animation,IRENE PRICE,"Woodridge, Australia",2005-08-21 19:01:00,2.99
SHANGHAI TYCOON,Travel,NATALIE MEYER,"Lethbridge, Canada",2005-08-21 19:01:36,2.99
SCARFACE BANG,Children,ELLA OLIVER,"Woodridge, Australia",2005-08-21 19:01:39,6.99
HEARTBREAKERS BRIGHT,Children,TERRY CARLSON,"Lethbridge, Canada",2005-08-21 19:03:19,7.99
JAWBREAKER BROOKLYN,Music,JOANNE ROBERTSON,"Woodridge, Australia",2005-08-21 19:05:23,0.99
CONFIDENTIAL INTERVIEW,Music,SHERRY MARSHALL,"Lethbridge, Canada",2005-08-21 19:11:58,6.99
STRANGELOVE DESIRE,Children,CALVIN MARTEL,"Lethbridge, Canada",2005-08-21 19:12:12,4.99
LEGEND JEDI,Music,RAYMOND MCWHORTER,"Woodridge, Australia",2005-08-21 19:12:47,0.99
JET NEIGHBORS,Foreign,SONIA GREGORY,"Lethbridge, Canada",2005-08-21 19:18:01,4.99
THIN SAGEBRUSH,Documentary,CHRISTINE ROBERTS,"Woodridge, Australia",2005-08-21 19:19:21,4.99
TRAINSPOTTING STRANGERS,Comedy,CALVIN MARTEL,"Lethbridge, Canada",2005-08-21 19:32:05,4.99
BUTTERFLY CHOCOLAT,New,RENE MCALISTER,"Woodridge, Australia",2005-08-21 19:35:59,0.99
CIDER DESIRE,Documentary,AUDREY RAY,"Lethbridge, Canada",2005-08-21 19:36:59,2.99
TROUBLE DATE,Travel,VICKI FIELDS,"Lethbridge, Canada",2005-08-21 19:39:28,2.99
DANCING FEVER,Documentary,SHERRY MARSHALL,"Lethbridge, Canada",2005-08-21 19:42:36,0.99
RUSH GOODFELLAS,Family,TOM MILNER,"Lethbridge, Canada",2005-08-21 19:43:21,0.99
PACIFIC AMISTAD,Documentary,MIKE WAY,"Lethbridge, Canada",2005-08-21 19:45:27,0.99
LAWRENCE LOVE,Action,DANIELLE DANIELS,"Woodridge, Australia",2005-08-21 19:47:55,0.99
WANDA CHAMBER,Games,SUZANNE NICHOLS,"Woodridge, Australia",2005-08-21 19:48:47,4.99
OPEN AFRICAN,Sci-Fi,JEAN BELL,"Lethbridge, Canada",2005-08-21 19:49:46,6.99
MASK PEACH,New,THELMA MURRAY,"Lethbridge, Canada",2005-08-21 19:51:09,5.99
METROPOLIS COMA,Sci-Fi,DORIS REED,"Woodridge, Australia",2005-08-21 19:51:11,2.99
POTTER CONNECTICUT,Animation,EDWARD BAUGH,"Woodridge, Australia",2005-08-21 19:54:06,2.99
VIETNAM SMOOCHY,Drama,CLINTON BUFORD,"Woodridge, Australia",2005-08-21 19:54:11,0.99
MIDSUMMER GROUNDHOG,Documentary,HEATHER MORRIS,"Lethbridge, Canada",2005-08-21 19:59:30,4.99
HANKY OCTOBER,Sci-Fi,MICHEAL FORMAN,"Lethbridge, Canada",2005-08-21 20:01:18,2.99
BINGO TALENTED,Sci-Fi,BEATRICE ARNOLD,"Lethbridge, Canada",2005-08-21 20:01:51,2.99
CROSSROADS CASUALTIES,Animation,JOYCE EDWARDS,"Woodridge, Australia",2005-08-21 20:02:18,2.99
WATERFRONT DELIVERANCE,Action,JESSICA HALL,"Woodridge, Australia",2005-08-21 20:12:30,7.99
FORWARD TEMPLE,Games,KATIE ELLIOTT,"Woodridge, Australia",2005-08-21 20:14:58,2.99
WIND PHANTOM,Games,JARED ELY,"Lethbridge, Canada",2005-08-21 20:19:52,1.99
PACKER MADIGAN,Animation,GEORGE LINTON,"Lethbridge, Canada",2005-08-21 20:25:57,4.99
STEEL SANTA,Classics,HAROLD MARTINO,"Lethbridge, Canada",2005-08-21 20:27:44,8.99
SHAWSHANK BUBBLE,Travel,FRED WHEAT,"Woodridge, Australia",2005-08-21 20:28:26,5.99
EXCITEMENT EVE,Action,JUDY GRAY,"Woodridge, Australia",2005-08-21 20:31:25,0.99
CONNECTICUT TRAMP,Sci-Fi,REBECCA SCOTT,"Woodridge, Australia",2005-08-21 20:32:08,5.99
BEVERLY OUTLAW,Sci-Fi,GUY BROWNLEE,"Woodridge, Australia",2005-08-21 20:32:16,4.99
MASSACRE USUAL,Games,WILLIE HOWELL,"Woodridge, Australia",2005-08-21 20:32:37,4.99
DRACULA CRYSTAL,Classics,DARRELL POWER,"Woodridge, Australia",2005-08-21 20:33:00,0.99
INSECTS STONE,Animation,STANLEY SCROGGINS,"Woodridge, Australia",2005-08-21 20:42:29,0.99
HIGH ENCINO,Horror,LAURIE LAWRENCE,"Lethbridge, Canada",2005-08-21 20:43:21,6.99
SAGEBRUSH CLUELESS,Documentary,CASSANDRA WALTERS,"Lethbridge, Canada",2005-08-21 20:44:19,6.99
MURDER ANTITRUST,Children,ROY WHITING,"Woodridge, Australia",2005-08-21 20:46:42,2.99
BOUND CHEAPER,Classics,TERRI VASQUEZ,"Lethbridge, Canada",2005-08-21 20:46:47,0.99
